resource_id,author,year,title,doi_isbn,journal,volume_pages
476,"Edmunds, P. J., Brown, D., Moriarty, V.",2012,"Interactive effects of ocean acidification and temperature on two scleractinian corals from Moorea, French Polynesia",10.1111/j.1365-2486.2012.02695.x,Glob Change Biol,"18, 2173-2183"
371,"Geneid, Y., Ebeid, M., Hassan, M.",2009,Response to Increased Sediment Load by Three Coral Species from the Gulf of Suez (Red Sea),10.3923/jfas.2009.238.245,Journal of Fisheries and Aquatic Science,"4, 238-245"
512,"Gladfelter, E. H., Manahan, R. K., Gladfelter, W. B.",1978,Growth rates of five reef-building corals in the Northeastern Caribbean,"",Bulletin of Marine Science,"28, 728-734"
718,"Madsen, A., Madin, J. S., Tan, C. H., Baird, A. H.",2014,"The reproductive biology of the scleractinian coral Plesiastrea versipora in Sydney Harbour, Australia",10.3354/sedao00004,Sexuality and Early Development in Aquatic Organisms,"1, 25-33"
692,"Benzoni, F.",2006,"Psammocora albopicta sp nov., a new species of Scleractinian Coral from the Indo-West Pacific (Scleractinia; Siderastreidae)","",Zootaxa,49-57
519,"Jokiel, P. L., Rodgers, K. S., Kuffner, I. B., Andersson, A. J., Cox, E. F., Mackenzie, F. T.",2008,Ocean acidification and calcifying reef organisms: a mesocosm investigation,10.1007/s00338-008-0380-9,Coral Reefs,"27, 473-483"
524,"Linsley, B. K., Messier, R. G., Dunbar, R. B.",1999,Assessing between-colony oxygen isotope variability in the coral Porites lobata at Clipperton Atoll,10.1007/s003380050148,Coral Reefs,"18, 13-27"
726,"Sheppard, C. R. C.",1987,Coral species of the Indian Ocean and adjacent seas: a synonymized compilation and some regional distributional patterns,10.5479/si.00775630.307.1,Atoll Research Bulletin,"307, 1-32"
533,"Porter, J. W., Fitt, W. K., Spero, H. J., Rogers, C. S., White, M. W.",1989,Bleaching in reef corals: Physiological and stable isotopic responses,10.1073/pnas.86.23.9342,Proceedings of the National Academy of Sciences,"86, 9342-9346"
607,"Harii, S., Kayanne, H., Takigawa, H., Hayashibara, T., Yamamoto, M.",2002,"Larval survivorship, competency periods and settlement of two brooding corals, Heliopora coerulea and Pocillopora damicornis",10.1007/s00227-002-0812-y,Marine Biology,"141, 39-46"
522,"Cruz-Pi��n, G., Carricart-Ganivet, J. P., Espinoza-Avalos, J.",2003,Monthly skeletal extension rates of the hermatypic corals Montastraea annularis and Montastraea faveolata : biological and environmental controls,10.1007/s00227-003-1127-3,Marine Biology,"143, 491-500"
534,"Fitt, W. K., Spero, H. J., Halas, J., White, M. W., Porter, J. W.",1993,Recovery of the coral Montastrea annularis in the Florida Keys after the 1987 Caribbean ?bleaching event?,10.1007/BF00302102,Coral Reefs,"12, 57-64"
508,"D'Croz, L. D., Mate, J. L., Oke, J. E.",2001,Responses to elevated seawater temperature and UV radiation in the coral Porites lobata from upwelling and non-upwelling environments on the Pacific coast of Panama,"",Bulletin of Marine Science,"69, 203-214"
536,"Wilkerson, F. P., Kobayashi, D., Muscatine, L.",1988,Mitotic index and size of symbiotic algae in Caribbean Reef corals,10.1007/bf00301979,Coral Reefs,"7, 29-36"
693,"Benzoni, F., Stefani, F.",2012,"Porites fontanesii, a new species of hard coral (Scleractinia, Poritidae) from the southern Red Sea, the Gulf of Tadjoura, and the Gulf of Aden, and its phylogenetic relationships within the genus","",Zootaxa,56-68
727,"Hoeksema, B. W.",2009,"Attached mushroom corals (Scleractinia: Fungiidae) in sediment-stressed reef conditions at Singapore, including a new species and a new record","",Raffles Bulletin of Zoology,"S22, 81-90"
520,"Hudson, J. H.",1981,"Growth rates in Montastrea annularis: a record of environmental change in Key Largo Coral Reef Marine Sanctuary, Florida",10.1016/0198-0254(81)91549-1,Bulletin of Marine Science,"31, 444-459"
139,"Pires, D. O., Castro, C. B., Ratto, C. C.",2002,"Reproduction of the solitary coral Scolymia wellsi Laborel (Cnidaria, Scleractinia) from the Abrolhos reef complex, Brazil","",Proc. 9th. Int. Coral Reef Symp,""
167,"Beauchamp, K. A.",1993," Gametogenesis, brooding and planulation in laboratory populations of a temperate scleractinian coral Balanophyllia elegans maintained under contrasting photoperiod regimes ",10.1080/07924259.1993.9672312,Invertebrate Reproduction & Development,"23, 171-182"
549,"Burns, J. H. R., Rozet, N. K., Takabayashi, M.",2011,"Morphology, severity, and distribution of growth anomalies in the coral, Montipora capitata, at Wai‘ōpae, Hawai‘i",10.1007/s00338-011-0761-3,Coral Reefs,"30, 819-826"
511,"Roder, C., Jantzen, C., Schmidt, G. M., Kattner, G., Phongsuwan, N., Richter, C.",2011,Metabolic plasticity of the corals Porites lutea and Diploastrea heliopora exposed to large amplitude internal waves,10.1007/s00338-011-0722-x,Coral Reefs,"30, 57-69"
557,"Middlebrook, R., Hoegh Guldberg, O., Leggat, W.",2008,The effect of thermal history on the susceptibility of reef-building corals to thermal stress,10.1242/jeb.013284,Journal of Experimental Biology,"211, 1050-1056"
556,"Edmunds, P. J., Gates, R. D.",2002,Normalizing physiological data for scleractinian corals,10.1007/s00338-002-0214-0,Coral Reefs,"21, 193-197"
559,"Fagoonee, I.",1999,The Dynamics of Zooxanthellae Populations: A Long-Term Study in the Field,10.1126/science.283.5403.843,Science,"283, 843-845"
561,"Chen, C. A., Wang, J. T., Fang, L. S., Yang, Y. W.",2005,Fluctuating algal symbiont communities in Acropora palifera (Scleractinia: Acroporidae) from Taiwan,10.3354/meps295113,Marine Ecology Progress Series,"295, 113-121"
537,"Jones, R. J., Yellowlees, D.",1997,Regulation and control of intracellular algae (= zooxanthellae) in hard corals,10.1098/rstb.1997.0033,Philosophical Transactions of the Royal Society B: Biological Sciences,"352, 457-468"
538,"Jones, R. J.",1997,Zooxanthellae loss as a bioassay for assessing stress in corals,10.3354/meps149163,Marine Ecology Progress Series,"149, 163-171"
539,"Roff, G., Kvennefors, E. C. E., Ulstrup, K. E., Fine, M., Hoegh Guldberg, O.",2007,Coral disease physiology: the impact of Acroporid white syndrome on Symbiodinium,10.1007/s00338-007-0339-2,Coral Reefs,"27, 373-377"
555,"Edmunds, P. J., Davies, P. S.",1986,An energy budget for Porites porites (Scleractinia),10.1007/BF00392674,Marine Biology,"92, 339-347"
542,"Gleason, D. F.",1993,Differential effects of ultraviolet radiation on green and brown morphs of the Caribbean coral Porites astreoides,10.4319/lo.1993.38.7.1452,Limnol. Oceangr.,"38, 1452-1463"
564,"Okamoto, M., Nojima, S., Furushima, Y., Nojima, H.",2005,Evaluation of coral bleaching condition in situ using an underwater pulse amplitude modulated fluorometer,10.1111/j.1444-2906.2005.01036.x,Fisheries Science,"71, 847-854"
553,"Sier, C. J. S., Olive, P. J. W.",1994,Reproduction and reproductive variability in the coral Pocillopora verrucosa from the Republic of Maldives,10.1007/bf00347520,Marine Biology,"118, 713-722"
565,"Stimson, J., Kinzie, R. A.",1991,The temporal pattern and rate of release of zooxanthellae from the reef coral Pocillopora damicornis (Linnaeus) under nitrogen-enrichment and control conditions,10.1016/s0022-0981(05)80006-1,Journal of Experimental Marine Biology and Ecology,"153, 63-74"
552,"Tricas, T. C.",1989,Prey selection by coral-feeding butterflyfishes: strategies to maximize the profit,10.1007/bf00002210,Environ Biol Fish,"25, 171-185"
566,"Ulstrup, K. E., Berkelmans, R., Ralph, P. J., Van Oppen, M.",2006,Variation in bleaching sensitivity of two coral species across a latitudinal gradient on the Great Barrier Reef: the role of zooxanthellae,10.3354/meps314135,Marine Ecology Progress Series,"314, 135-148"
562,"De Salvo, M. K., Sunagawa, S., Voolstra, C. R., Medina, M.",2010,Transcriptomic responses to heat stress and bleaching in the elkhorn coral Acropora palmata,10.3354/meps08372,Marine Ecology Progress Series,"402, 97-113"
550,"Anthony, K. R.",1999,Coral suspension feeding on fine particulate matter,10.1016/s0022-0981(98)00099-9,Journal of Experimental Marine Biology and Ecology,"232, 85-106"
694,"Benzoni, F., Arrigoni, R., Waheed, Z., Stefani, F., Hoeksema, B. W.",2014,Phylogenetic relationships and revision of the genus Blastomussa (Cnidaria: Anthozoa: Scleractinia) with description of a new species,"",Raffles Bulletin of Zoology,"62, 358-378"
540,"Stimson, J., Sakai, K., Sembali, H.",2002,Interspecific comparison of the symbiotic relationship in corals with high and low rates of bleaching-induced mortality,10.1007/s00338-002-0264-3, Coral Reefs,"21, 409-421"
145,"Tranter, P. R. G., Nicholson, D. N., Kinchington, D.",1982,"A Description of Spawning and Post-Gastrula Development of the Cool Temperate Coral, Caryophyllia Smithi",10.1017/s0025315400070387,Journal of the Marine Biological Association of the United Kingdom,"62, 845"
256,"Smith, R. T., Pinzón, J. H., La Jeunesse, T. C.",2009, SYMBIODINIUM (DINOPHYTA) DIVERSITY AND STABILITY IN AQUARIUM CORALS ,10.1111/j.1529-8817.2009.00730.x,Journal of Phycology,"45, 1030-1036"
695,"Claereboudt, M. R.",2006,Reef corals and coral reefs of the Gulf of Oman,"","Historical Association of Oman, Oman",""
698,"Head, S. M.",1983, An undescribed species of Merulina and a new genus and species of siderastreid coral from the Red Sea ,10.1080/00222938300770281,Journal of Natural History,"17, 419-435"
606,"Gleason, D. F., Danilowicz, B. S., Nolan, C. J.",2009,Reef waters stimulate substratum exploration in planulae from brooding Caribbean corals,10.1007/s00338-009-0480-1,Coral Reefs,"28, 549-554"
612,"Hodgson, G.",1985,"Abundance and distribution of planktonic coral larvae in Kaneohe Bay, Oahu, Hawaii",10.3354/meps026061,Marine Ecology Progress Series,"26, 61-71"
584,"Edmunds, P. J., Davies, P. S.",1989,"An energy budget for Porites porites (Scleractinia), growing in a stressed environment",10.1007/bf00304690,Coral Reefs,"8, 37-43"
575,"Porter, J. W.",1980,Primary Productivity in the Sea: Reef Corals in Situ,10.1007/978-1-4684-3890-1_22,Primary Productivity in the Sea,", 403-410"
587,"Veron, J. E. N.",1992,Conservation of biodiversity: a critical time for the hermatypic corals of Japan,10.1007/bf00291930,Coral Reefs,"11, 13-21"
603,"Carricart-Ganivet, J. P., Beltran-Torres, A. U., Merino, M., Ruiz-Zarate, M. A.",2000,"Skeletal extension, density and calcification rate of the reef building coral Montastraea annularis (Ellis and Solander) in the Mexican Caribbean","",Bulletin of Marine Science,"66, 215-224"
697,"Durham, J. W.",1947,CORALS FROM THE GULF OF CALIFORNIA AND THE NORTH PACIFIC COAST OF AMERICA,10.1130/mem20-p1,Geological Society of America Memoirs,", 1-62"
719,"Johnson, K. G.",1992,Synchronous planulation of Manicina areolata (Scleractinia) with lunar periodicity,10.3354/meps087265,Marine Ecology Progress Series,"87, 265-273"
591,"Oliver, J., Chalker, B., Dunlap, W.",1983,"Bathymetric adaptations of reef-building corals at davies reef, great barrier reef, Australia. I. Long-term growth responses of Acropora formosa (Dana 1846)",10.1016/0022-0981(83)90003-5,Journal of Experimental Marine Biology and Ecology,"73, 11-35"
605,"Hughes, T. P., Connolly, S. R., Keith, S. A.",2013,Geographic ranges of reef corals (Cnidaria: Anthozoa: Scleractinia) in the Indo-Pacific,10.1890/13-0361.1,Ecology,"94, 1659"
602,"Dodge, R. E., Brass, G. W.",1984,"Skeletal extension, density and calcification of the reef coral, Montastrea annularis: St. Croix, U,S. Virgin Islands","",Bulletin of Marine Science,"34, 288-307"
574,"Davies, P. S.",1980,Respiration in Some Atlantic Reef Corals in Relation to Vertical Distribution and Growth Form,10.2307/1540930,Biological Bulletin,"158, 187"
579,"Castillo, K. D., Helmuth, B. S. T.",2005,Influence of thermal history on the response of Montastraea annularis to short-term temperature exposure,10.1007/s00227-005-0046-x,Marine Biology,"148, 261-270"
696,"Ditlev, H.",2003,"New Scleractinian corals (Cnidaria: Anthozoa) from Sabah, North Borneo. Description of one new genus and eight new species, with notes on their taxonomy and ecology","",Zoologische Mededelingen Leiden,"77, 193-219"
595,"Tunnicliffe, V.",1983,"Caribbean staghorn coral populations: pre-hurricane Allen conditions in Discovery Bay, Jamaica","",Bulletin of Marine Science,"33, 132-151"
65,"Veron, J. E. N.",2002,New species described in Coral of the World,"",Australian Institute of Marine Science Monograph series,"Volume 11, pp 206"
577,"Bythell, J. C.",1988,A total nitrogen and carbon budget for the elkhorn coral Acropora palmata (Lamarck),"",Proc 6th ICRS,"2, 535-540"
576,"Gladfelter, E. H., Michel, G., Sanfelici, A.",1989,Metabolic gradients along a branch of the reef coral Acropora palmata,"",Bulletin of Marine Science,"44, 1166-1173"
609,"Atoda, K.",1951,The larva and post-larval development of some reef-building corals V. Seriatopora hystrix (Dana),"",Scientific Reports of Tohoku University 4th series (Biology) ,"19, 33-39 "
348,"Bucher, D. J., Harriott, V. J., Roberts, L. G.",1998,"Skeletal micro-density, porosity and bulk density of acroporid corals",10.1016/S0022-0981(98)00020-3,Journal of Experimental Marine Biology and Ecology,"228, 117-136"
619,"Benzoni, F.",2013,"Echinophyllia tarae sp. n. (Cnidaria, Anthozoa, Scleractinia), a new reef coral species from the Gambier Islands, French Polynesia",10.3897/zookeys.318.5351,ZooKeys,"318, 59-79"
270,"Stimson, J.",1985,The Effect of Shading by the Table Coral Acropora Hyacinthus on Understory Corals,10.2307/1941305,Ecology,"66, 40"
608,"Harrigan, J. F.",1972,The planula larva of Pocillopora damicornis: lunar periodicity of swarming and substratum selection behavior,"",University of Hawaii,Thesis No. 475
628,"Cairns, S. D.",1979,The deep water scleractinia of the Caribbean Sea and adjacent waters,"",Studies on the fauna of Curacau and other Caribbean Islands,"57, 1-341"
610,"Atoda, K.",1951,The larva and postlarval development of the reef-building corals IV. Galaxea aspera quelch,10.1002/jmor.1050890103,Journal of Morphology,"89, 17-35"
621,"Veron, J. E. N.",1990,New Scleractinia from Japan and other Indo-West Pacific Countries,"",Galaxea,"9, 95-173"
633,"Claereboudt, M. R.",2006,"Porites decasepta: a new species of scleractinian coral (Scleractinia, Poritidae) from Oman","",Zootaxa,"1188, 55-62"
634,"Pichon, M., Chuang, Y. Y., Chen, C. A.",2012,Pseudosiderastrea formosa sp. nov. (Cnidaria: Anthozoa: Scleractinia) a new coral species endemic to Taiwan,"",Zoological Studies ,"51, 93-98"
700,"Pichon, M., Chuang, Y. Y., Chen, C. A.",2012,Pseudosiderastrea formosa sp nov (Cnidaria: Anthozoa: Scleractinia) a New Coral Species Endemic to Taiwan,"",Zool Stud,"51, 93-98"
611,"Motoda, S.",1939,Observation of Period of Extrusion of Planula of Goniastrea aspera (Verrill.),"",Kagaku Nanyo ,"1, 5-7 "
637,"Lin, M. F., Kitahara, M. V., Tachikawa, H., Keshavmurthy, S., Chen, C. A.",2012,"A New Shallow-Water Species, Polycyathus chaishanensis sp. nov. (Scleractinia: Caryophylliidae), from Chaishan, Kaohsiung, Taiwan","",Zoological Studies,"51, 213-221"
660,"Hanafy, M. H., Aamer, M. A., Habib, M., Rouphael, A. B., Baird, A. H.",2009,Synchronous reproduction of corals in the Red Sea,10.1007/s00338-009-0552-2 ,Coral Reefs,"29, 119-124"
671,"Bronstein, O., Loya, Y.",2011,"Daytime spawning of Porites rus on the coral reefs of Chumbe Island in Zanzibar, Western Indian Ocean (WIO)",10.1007/s00338-011-0733-7,Coral Reefs,"30, 441-441"
644,"Baird, A. H., Cumbo, V. R., Figueiredo, J., Harii, S.",2013,A pre-zygotic barrier to hybridization in two con-generic species of scleractinian corals,10.12688/f1000research.2-193.v1,F1000Research,", "
643,"Lewis, J. B., Axelson, F., Goodbody, I., Page, C., Chislett, G.",1968,Comparative growth rates of some reef corals in the Caribbean,"",Marine Science Center ,"10,1-26"
670,"Wellington, G. M.",1982,An experimental analysis of the effects of light and zooplankton on coral zonation,10.1007/bf00367953,Oecologia,"52, 311-320"
598,"Risk, M. J., Sammarco, P. W.",1991,Cross-shelf trends in skeletal density of the massive coral Pontes lobata from the Great Barrier Reef,10.3354/meps069195,Marine Ecology Progress Series,"69, 195-200"
653,"Nakano, Y.",,Personal communication,"","",""
676,"López-Pérez, R. A., Reyes-Bonilla, H., Budd, A. F., Correa-Sandoval, F.",2003,"The taxonomic status of Porites sverdrupi, an endemic coral of the Gulf of California","",Ciencias Marinas,"29, 677-691"
646,"Szmant, A.",,Personal communication,"","",""
701,"Schmidt Roach, S., Miller, K. J., Andreakis, N.",2013,"<i>Pocillopora aliciae</i>: a new species of scleractinian coral (Scleractinia, Pocilloporidae) from subtropical Eastern Australia",10.11646/zootaxa.3626.4.11,Zootaxa,"3626, 576"
665,"Guest, J. R., Baird, A. H., Goh, B. P. L., Chou, L. M.",2012,Sexual systems in scleractinian corals: an unusual pattern in the reef-building species Diploastrea heliopora,10.1007/s00338-012-0881-4,Coral Reefs,"31, 705-713"
668,"Kongjandtre, N., Ridgway, T., Ward, S., Hoegh Guldberg, O.",2009,Broadcast spawning patterns of Favia species on the inshore reefs of Thailand,10.1007/s00338-009-0551-3,Coral Reefs,"29, 227-234"
658,"Bouwmeester, J., Baird, A. H., Chen, C. J., Guest, J. R., Vicentuan, K. C., Berumen, M. L.",2014,Multi-species spawning synchrony within scleractinian coral assemblages in the Red Sea,10.1007/s00338-014-1214-6,Coral Reefs,"34, 65-77"
655,"Lueg, J. R., Moulding, A. L., Kosmynin, V. N., Gilliam, D. S.",2012," Gametogenesis and Spawning of Solenastrea bournoni and Stephanocoenia intersepta in Southeast Florida, USA ",10.1155/2012/370247,Journal of Marine Biology,"2012, 1-13"
647,"Loya, Y.",,Personal communication,"","",""
648,"Heyward, A. J.",,Personal communication,"","",""
649,"Lin, T. P.",2004,"Reproduction patterns of Scleractinian corals from Tung Ping Chau, Hong Kong and the effect of physical factors on these patterns","","",""
650,"Forsman, Z. H.",,Personal communication,"","",""
651,"Muko, S.",,Personal communication,"","",""
654,"Pires, D. O.",,Personal communication,"","",""
656,"Golbuu, Y.",,Personal communication,"","",""
657,"Tyree, S.",,Personal communication,"","",""
659,"Penland, L.",,Personal communication,"","",""
663,"Castello, J. M.",,Personal communication,"","",""
664,"Hoke, S. M., Colley, S. B., Feingold, J. S.",2002,Sexual reproduction in the elliptical star coral Dichocoenis stokesi,"",ISRS European Meeting Abstracts,131
666,"Borneman, E. H.",2006,Reproduction in aquarium corals,"",Proceeding of the 10th International Coral Reef Symposium,50-60
667,"Szmant-Froelich, A., Reutter, M., Riggs, L.",1985,"Sexual reproduction of Favia fragum (Esper): Lunar patterns of gametogenesis, embryogenesis and planulation in Puerto Rico","",Bulletin of Marine Science,"37, 880-892"
669,"Harrison, P. L.",1988,Pseudo-gynodioecy: An unusual breeding system in the scleractinian coral Galaxea fascicularis,"",Proceedings of the 6th International Coral Reef Symposium,"2, 699-705"
675,"Dustan, P.",1979,Distribution of zooxanthellae and photosynthetic chloroplast pigments of the reef-building coral Montastrea annularis Ellis and Solander in relation to depth on a west Indian coral reef,"",Bulletin of Marine Science,"29, 79-95"
661,"von Koch, G.",1897,Entwicklung von Caryophyllia cyathus,"",Mitt Zool Stat Neapel Bd,"12, 755-772"
535,"Achituv, Y., Ben-Zion, M., Mizrahi, L.",1994,"Carbohydrate, lipid, and protein composition of zooxanthellae and animal fractions of the coral Pocillopora damicornis exposed to ammonium enrichment","",Pacific Science,"48, 224-233"
166,"Atoda, K.",1951,The larva and postlarval development of the reef-building corals III. Acropora br�ggemanni (BROOK),10.1002/jmor.1050890102,Journal of Morphology,"89, 1-15"
466,"Anthony, K. R., Fabricius, K. E.",2000,Shifting roles of heterotrophy and autotrophy in coral energetics under varying turbidity,10.1016/s0022-0981(00)00237-9,Journal of Experimental Marine Biology and Ecology,"252, 221-253"
222,"Bielmyer, G., Grosell, M., Bhagooli, R., Baker, A., Langdon, C., Gillette, P., Capo, T.",2010,Differential effects of copper on three species of scleractinian corals and their algal symbionts (Symbiodinium spp.),10.1016/j.aquatox.2009.12.021,Aquatic Toxicology,"97, 125-133"
68,"Baird, A. H., Babcock, R. C., Mundy, C. P.",2003,Habitat selection by larvae influences the depth distribution of six common coral species,10.3354/meps252289,Marine Ecology Progress Series,"252, 289-293"
679,"Veron, J. E. N.",1985,New Scleractinia from Australian coral reefs,"",Records of the Western Australian Museum ,"12, 147-183"
570,"Anthony, K. R. N., Connolly, S. R., Willis, B. L.",2002,Comparative analysis of energy allocation to tissue and skeletal growth in corals,10.4319/lo.2002.47.5.1417,Limnol. Oceanogr.,"47, 1417-1429"
502,"Anthony, K. R. N., Hoegh Guldberg, O.",2003,"Variation in coral photosynthesis, respiration and growth characteristics in contrasting light microhabitats: an analogue to plants in forest gaps and understoreys?",10.1046/j.1365-2435.2003.00731.x,Functional Ecology,"17, 246-259"
702,"Vaughan, T. W.",1907,"Some madreporarian corals from French Somaliland, East Africa, collected by Dr. Charles Gravier",10.5479/si.00963801.32-1526.249,Proceedings of the United States National Museum,"32, 249-266"
705,"Hoeksema, B.",2014,"The “Fungia patella group” (Scleractinia, Fungiidae) revisited with a description of the mini mushroom coral Cycloseris boschmai sp. n.",10.3897/zookeys.371.6677,ZooKeys,"371, 57-84"
203,"Harriott, V. J.",1999,Coral growth in subtropical eastern Australia,10.1007/s003380050195,Coral Reefs,"18, 281-291"
56,"Babcock, R. C., Bull, G. D., Harrison, P. L., Heyward, A. J., Oliver, J. K., Wallace, C. C., Willis, B. L.",1986,Synchronous spawnings of 105 scleractinian coral species on the Great Barrier Reef,10.1007/bf00428562,Mar. Biol.,"90, 379-394"
703,"Vermeij, M. J. A., Diekmann, O. E., Bak, R. P. M.",2003,"New species of scleractinian coral (Cnidaria, anthozoa), Madracis carmabi n. sp from the Caribbean","",Bulletin of Marine Science,"73, 679-684"
708,"Kitano, Y. F., Benzoni, F., Arrigoni, R., Shirayama, Y., Wallace, C. C., Fukami, H.",2014,"A Phylogeny of the Family Poritidae (Cnidaria, Scleractinia) Based on Molecular and Morphological Analyses",10.1371/journal.pone.0098406,PLoS ONE,"9, e98406"
332,"Lirman, D.",2000,"Fragmentation in the branching coral Acropora palmata (Lamarck): growth, survivorship, and reproduction of colonies and fragments",10.1016/s0022-0981(00)00205-7,Journal of Experimental Marine Biology and Ecology,"251, 41-57"
662,"Hizi Degany, N., Meroz Fine, E., Shefer, S., Ilan, M.",2007,Tale of two colors: Cladopsammia gracilis (Dendrophylliidae) color morphs distinguished also by their genetics and ecology,10.1007/s00227-007-0653-9,Marine Biology,"151, 2195-2206"
704,"Wallace, C. C., Done, B. J., Muir, P. R.",2012,Revision and catalogue of worldwide staghorn corals Acropora and Isopora (Scleractinia: Acroporidae) in the Museum of Tropical Queensland,"",Memoirs of the Queensland Museum,"57, 1-255"
547,"Acosta, A., Zea, S.",1997,"Sexual reproduction of the reef coral Montastreacavernosa (Scleractinia: Faviidae) in the Santa Marta area, Caribbean coast of Colombia",10.1007/s002270050077,Marine Biology,"128, 141-148"
709,"Terraneo, T. I., Berumen, M. L., Arrigoni, R., Waheed, Z., Bouwmeester, J., Caragnano, A., Stefani, F., Benzoni, F.",2014,"Pachyseris inattesa sp. n. (Cnidaria, Anthozoa, Scleractinia): a new reef coral species from the Red Sea and its phylogenetic relationships",10.3897/zookeys.433.8036,ZooKeys,"433, 1-30"
569,"Hoegh Guldberg, O., Salvat, B.",1995,"Periodic mass-bleaching and elevated sea temperatures:bleaching of outer reef slope communities in Moorea, French Polynesia",10.3354/meps121181,Marine Ecology Progress Series,"121, 181-190"
525,"Bessat, F., Buigues, D.",2001,Two centuries of variation in coral growth in a massive Porites colony from Moorea (French Polynesia): a response of ocean-atmosphere variability from south central Pacific,10.1016/s0031-0182(01)00381-9,"Palaeogeography, Palaeoclimatology, Palaeoecology","175, 381-392"
291,"Bongaerts, P., Bridge, T. C. L., Kline, D. I., Muir, P. R., Wallace, C. C., Beaman, R. J., Hoegh Guldberg, O.",2011,Mesophotic coral ecosystems on the walls of Coral Sea atolls,10.1007/s00338-011-0725-7,Coral Reefs,"30, 335-335"
504,"Schlöder, C., D'croz, L.",2004,Responses of massive and branching coral species to the combined effects of water temperature and nitrate enrichment,10.1016/j.jembe.2004.08.012,Journal of Experimental Marine Biology and Ecology,"313, 255-268"
523,"Suzuki, A., Hibino, K., Iwase, A., Kawahata, H.",2005,Intercolony variability of skeletal oxygen and carbon isotope signatures of cultured Porites corals: Temperature-controlled experiments,10.1016/j.gca.2005.05.018,Geochimica et Cosmochimica Acta,"69, 4453-4462"
706,"Latypov, Y. Y.",2013,"Favia camranensis sp. n. (Scleractinia: Faviidae), a new coral species from Southern Vietnam",10.1134/S1063074013030085,Russian Journal of Marine Biology,"39, 223-224"
275,"Highsmith, R. C.",1979,Coral growth rates and environmental control of density banding,10.1016/0022-0981(79)90089-3,Journal of Experimental Marine Biology and Ecology,"37, 105-125"
287,"Bridge, T. C. L., Fabricius, K. E., Bongaerts, P., Wallace, C. C., Muir, P. R., Done, T. J., Webster, J. M.",2011,"Diversity of Scleractinia and Octocorallia in the mesophotic zone of the Great Barrier Reef, Australia",10.1007/s00338-011-0828-1,Coral Reefs,"31, 179-189"
59,"Harrison, P. L., Babcock, R. C., Bull, G. D., Oliver, J. K., Wallace, C. C., Willis, B. L.",1984,Mass Spawning in Tropical Reef Corals,10.1126/science.223.4641.1186,Science,"223, 1186-1189"
728,"Kitahara, M. V., Cairns, S. D., Miller, D. J.",2010," Monophyletic origin of Caryophyllia (Scleractinia, Caryophylliidae), with descriptions of six new species ",10.1080/14772000903571088,Systematics and Biodiversity,"8, 91-118"
729,"Kitahara, M. V., Cairns, S. D.",2009," A revision of the genus Deltocyathus Milne Edwards & Haime, 1848 (Scleractinia, Caryophylliidae) from New Caledonia, with the description of a new species ",10.5252/z2009n2a2,Zoosystema,"31, 233-248"
683,"Edmunds, P. J., Burgess, S. C., Putnam, H. M., Baskett, M. L., Bramanti, L., Fabina, N. S., Han, X., Lesser, M. P., Madin, J. S., Wall, C. B., Yost, D. M., Gates, R. D.",2014,Evaluating the causal basis of ecological success within the scleractinia: an integral projection model approach,10.1007/s00227-014-2547-y,Marine Biology,"161, 2719-2734"
406,"Liberman, T., Genin, A., Loya, Y.",1995,Effects on growth and reproduction of the coral Stylophora pistillata by the mutualistic damselfish Dascyllus marginatus,10.1007/BF00349310,Marine Biology,"121, 741-746"
421,"Mitsuguchi, T., Matsumoto, E., Uchida, T.",2003,Mg/Ca and Sr/Ca ratios of Porites coral skeleton: Evaluation of the effect of skeletal growth rate,10.1007/s00338-003-0326-1,Coral Reefs,"22, 381-388"
349,"Burgess, S. N., Mc Culloch, M. T., Mortimer, G. E., Ward, T. M.",2009,Structure and growth rates of the high-latitude coral: Plesiastrea versipora,10.1007/s00338-009-0533-5,Coral Reefs,"28, 1005-1015"
740,"Darling, E. S., Alvarez Filip, L., Oliver, T. A., Mc Clanahan, T. R., Côté, I. M.",2012,Evaluating life-history strategies of reef corals from species traits,10.1111/j.1461-0248.2012.01861.x,Ecology Letters,"15, 1378-1386"
338,"Atkinson, M. J., Carlson, B., Crow, G. L.",1995,"Coral growth in high-nutrient, low-pH seawater: a case study of corals cultured at the Waikiki Aquarium, Honolulu, Hawaii",10.1007/BF00334344,Coral Reefs,"14, 215-223"
292,"Dinesen, Z., Bongaerts, P., Bridge, T., Kahng, S., Luck, D.",2012,The importance of the coral genus Leptoseris to mesophotic coral communities in the Indo-Pacific,"","12th International Coral Reef Symposium, Cairns, Australia",poster
742,"Dodge, RE",1978,The natural growth records of reef building corals,"","Doctoral dissertation, Yale University, New Haven, Conn, p 237",""
532,"Leuzinger, S., Anthony, K. R. N., Willis, B. L.",2003,Reproductive energy investment in corals: scaling with module size,10.1007/s00442-003-1305-5,Oecologia,"136, 524-531"
375,"Elizalde Rendón, E. M., Horta Puga, G., González Diaz, P., Carricart Ganivet, J. P.",2010,Growth characteristics of the reef-building coral Porites astreoides under different environmental conditions in the Western Atlantic,10.1007/s00338-010-0604-7,Coral Reefs,"29, 607-614"
